ID,SalePrice
1461,118100.73447188831
1462,157632.86254185747
1463,172725.21686158451
1464,200608.71383154957
1465,204264.15663428284
1466,180118.3273117678
1467,192080.88330902514
1468,169060.59247825044
1469,202390.6881779128
1470,111274.08005471565
1471,210758.98459063497
1472,124187.71886227306
1473,103817.52246706751
1474,165382.4070813079
1475,122387.14418898293
1476,320686.62360165943
1477,250638.23794723934
1478,291696.25301480014
1479,272585.9264826344
1480,407398.35712785716
1481,299185.3442874076
1482,223674.5737608795
1483,174541.8264635469
1484,182509.51204054808
1485,195477.9004546223
1486,204545.24161882774
1487,291639.54447313235
1488,259641.59691092072
1489,180577.38219078985
1490,224678.45536673165
1491,208239.27683320228
1492,88352.1956504883
1493,211770.83448712438
1494,292529.8621138532
1495,281386.01451202855
1496,227907.5980618254
1497,178022.8742287602
1498,163985.8151524156
1499,168234.75203935552
1500,159439.31352270633
1501,202209.2130906913
1502,152913.04932634375
1503,276261.6525951871
1504,242178.0339821079
1505,220805.8977648169
1506,202965.64903033298
1507,249092.10477349677
1508,201200.35550314054
1509,158642.98725320218
1510,144490.16001942573
1511,147099.196305499
1512,188920.8556203766
1513,168860.1329712228
1514,164991.3557420979
1515,221823.1943184566
1516,175765.76247113507
1517,178576.68418151845
1518,125211.57798855312
1519,239111.77197498482
1520,118710.20012951133
1521,119410.77503797112
1522,199982.42555755802
1523,80686.18721336096
1524,105269.16085144428
1525,102771.03720934402
1526,110143.65524787658
1527,89911.69167873384
1528,150703.23157508235
1529,131542.19008226067
1530,237204.5217478874
1531,144080.06450701208
1532,117931.06102000622
1533,151173.529211514
1534,124730.15741542194
1535,153841.96607025928
1536,100811.00240773479
1537,34058.5251924588
1538,185217.45767776767
1539,220950.3820670869
1540,129533.51979864857
1541,157854.47529088595
1542,136993.51593252554
1543,194289.2593304392
1544,69677.91366014052
1545,126626.33517985189
1546,136329.97072727655
1547,140202.2227308201
1548,136123.50580873925
1549,123962.43974345832
1550,127408.63561270203
1551,125993.25344510589
1552,137828.1224642452
1553,170666.72419842082
1554,123514.19237639781
1555,167033.42006009567
1556,74572.81611938243
1557,122393.46004493142
1558,89683.62072232067
1559,76124.62656527646
1560,138576.24107085358
1561,130196.82776955588
1562,111845.3208348203
1563,107095.17818862891
1564,160580.63778489974
1565,141338.2193729957
1566,240590.4669958819
1567,62792.160571402215
1568,220928.5712519626
1569,99428.23013564297
1570,136877.80154114778
1571,106107.76882011157
1572,136097.1184403303
1573,242234.0170460935
1574,113484.8635567151
1575,236659.65304714025
1576,261993.30704645746
1577,192717.42188435287
1578,147146.19320137013
1579,141505.66497791724
1580,204447.66960418673
1581,134181.30801132394
1582,120299.28502119731
1583,309775.1076311709
1584,230123.67444953954
1585,160329.91913752543
1586,42471.02280226749
1587,92951.38220140389
1588,142006.3764351155
1589,105339.90658087043
1590,137506.10873924664
1591,77809.25246651673
1592,121949.35021638338
1593,133259.54573721605
1594,126141.50257925296
1595,119353.80636898059
1596,216681.53678771717
1597,169947.54155368876
1598,204206.0989709334
1599,206192.44634498522
1600,194228.58808478556
1601,19372.85220218116
1602,118335.32435373476
1603,60650.11407864075
1604,261562.19203042288
1605,264815.65182521124
1606,185762.72379841545
1607,173328.358251117
1608,222752.86264277346
1609,190196.12379036943
1610,150669.5681411238
1611,158846.57088251231
1612,166717.11136514
1613,169419.69611352036
1614,132372.0641192268
1615,93546.98060331475
1616,70732.30086940624
1617,75926.6073651845
1618,104282.39652800448
1619,148858.10791064525
1620,165087.3871015851
1621,134710.82681330343
1622,128363.96566078978
1623,257739.61793745987
1624,211027.58776186316
1625,115662.25559994389
1626,193811.38185487056
1627,195392.4373835702
1628,278111.55373934424
1629,193793.5063127435
1630,331608.4245457696
1631,224444.65195482477
1632,244512.65382202712
1633,186856.56128690692
1634,191323.38813334887
1635,179407.95137538688
1636,159809.01361094086
1637,197813.1713508798
1638,218850.5286521399
1639,205588.41989765034
1640,267062.0250650372
1641,199700.63824161372
1642,223356.33616003414
1643,223518.51034390365
1644,229128.66052862184
1645,231399.7151675387
1646,175360.49872944687
1647,172426.27511573417
1648,130494.37928696998
1649,125818.74924558864
1650,110630.92861255861
1651,109556.66416675897
1652,126620.67182922174
1653,128459.44603068937
1654,166002.98720211998
1655,157878.4683761268
1656,155498.8809824695
1657,167190.51346589808
1658,158740.36932425966
1659,138903.89180915707
1660,142501.28532344798
1661,379317.45873043477
1662,329491.3276791957
1663,328074.3011647342
1664,421327.3096535292
1665,290868.8280155037
1666,298895.0739633825
1667,310027.85634288075
1668,309751.55597629445
1669,287470.7986844843
1670,310887.75377162965
1671,263747.9901789038
1672,386907.6861902736
1673,289426.3289649058
1674,258411.07236951028
1675,201874.98616837242
1676,205762.21216719734
1677,227862.47630759884
1678,401963.02271844307
1679,328817.5164612902
1680,294373.34896200127
1681,257178.29718901796
1682,293799.0434457385
1683,207448.63883856192
1684,197467.13508307814
1685,174200.84357328035
1686,185751.8080833072
1687,178106.4986568908
1688,205778.54443822845
1689,203998.73482363645
1690,206119.56109105187
1691,193311.14020121514
1692,255595.46143347208
1693,179581.41119123247
1694,185638.3279868399
1695,180846.86394175558
1696,273485.2549444097
1697,186493.40323831068
1698,330491.7545576254
1699,301876.96481871605
1700,251206.1158300503
1701,273114.0503424553
1702,262072.22560670457
1703,260853.38566889983
1704,281300.3252101571
1705,236024.49416502772
1706,375683.2001722483
1707,194341.41741281582
1708,203507.959922194
1709,273224.01384505
1710,229814.23169004775
1711,269760.40708225523
1712,256137.27610394984
1713,265427.66300984006
1714,218727.83368525744
1715,199825.59938954233
1716,182981.2393835699
1717,183140.62981380403
1718,142230.2123089847
1719,212547.6976574715
1720,249828.36077475987
1721,177812.25146505443
1722,131440.65574177887
1723,156847.94917944467
1724,223782.339352668
1725,230397.18819145576
1726,185671.66972466416
1727,165057.43269031166
1728,190111.49296358504
1729,166804.7278167661
1730,161597.39358725163
1731,113444.59566775823
1732,115435.3762224335
1733,101725.1642522446
1734,101654.75889538354
1735,121164.0489122376
1736,98410.08283002416
1737,329884.84492060984
1738,241106.37603269072
1739,288482.48245561146
1740,207158.4529510813
1741,196593.24285073273
1742,181912.77283517944
1743,190821.87300685045
1744,295094.5805480697
1745,225849.26250906286
1746,223861.45556813266
1747,229371.75542015556
1748,230875.4937079432
1749,159564.1865125424
1750,144800.796244472
1751,255702.70930519162
1752,104363.15149729533
1753,156839.6089269975
1754,230731.1333109771
1755,175186.27996186676
1756,129109.54305471081
1757,95424.55646826825
1758,151293.79839316916
1759,178146.6572352005
1760,171885.69434444487
1761,166328.74225074888
1762,169801.18083482046
1763,183533.458832307
1764,102031.56485768451
1765,199019.157424201
1766,205472.5184467763
1767,247825.47803718594
1768,139334.67541704347
1769,180404.23977121428
1770,151431.69136798914
1771,111508.97120125787
1772,125139.61585266629
1773,108112.87509818931
1774,152208.37226329345
1775,136261.12195156442
1776,132341.18637864475
1777,93554.25329655848
1778,133558.69371949343
1779,118906.04112551358
1780,193504.490778784
1781,114506.97701853604
1782,44545.426831428864
1783,139403.80564517618
1784,91366.70507037613
1785,103550.59619358889
1786,130486.38309542273
1787,168139.11250955143
1788,25916.304847946245
1789,96646.43615730057
1790,31506.395686233154
1791,213222.3213743006
1792,169897.04164013916
1793,151948.50382667987
1794,175190.42394904696
1795,126848.84030373927
1796,125791.00241383302
1797,142333.2740545999
1798,101320.78596857443
1799,95561.98917952037
1800,109988.62138069465
1801,100211.32978383041
1802,149853.6314844994
1803,173030.41165263948
1804,145201.33431184987
1805,139880.41420064235
1806,136901.49769621852
1807,164866.27352506152
1808,122700.82866723437
1809,133931.05636531438
1810,149146.8875304763
1811,84186.5726656222
1812,108102.02146135407
1813,113595.97715172832
1814,81394.4695860472
1815,7961.539785589295
1816,87439.1258485892
1817,101222.97501551264
1818,156468.7009163154
1819,122179.16535586581
1820,48913.57539930401
1821,108061.35890870445
1822,168363.12584240452
1823,27375.084205244988
1824,131307.5054962658
1825,134407.15764969538
1826,95476.36892308688
1827,94649.40001747289
1828,131636.8976098322
1829,167905.0170959802
1830,166859.90241056492
1831,185537.48192828192
1832,108722.93271760186
1833,155400.21975740718
1834,127273.09693668873
1835,155279.2784787791
1836,125902.5639559936
1837,110033.9264359496
1838,138901.2531931435
1839,76304.61514257998
1840,163868.65181764888
1841,118523.76983003292
1842,72536.6172823504
1843,122475.35130680443
1844,133021.77320485187
1845,134367.5040088021
1846,159731.3602388091
1847,167775.5389665798
1848,8782.790211142477
1849,117594.19696684807
1850,110823.83880052829
1851,144573.9302518924
1852,117435.37479970299
1853,126044.3970497085
1854,187174.02785483908
1855,164497.83013312911
1856,238616.15003316125
1857,148536.19429101932
1858,124680.50890943591
1859,111591.7873563169
1860,151157.53704065477
1861,110523.88440617788
1862,271530.74474246777
1863,269793.1588962937
1864,269809.57633151044
1865,320863.60861464706
1866,310904.3074996942
1867,239979.56667668556
1868,281874.5702150606
1869,218267.39540922779
1870,245885.0677629008
1871,248219.50876225877
1872,173241.7807665304
1873,224161.4568264894
1874,137423.65485723756
1875,204310.3895220535
1876,205982.4677729916
1877,217454.63121054412
1878,214482.74700482257
1879,102469.6556437276
1880,143686.9092928909
1881,250935.03870607095
1882,246923.77494605535
1883,191835.60124081766
1884,204277.0370832048
1885,251327.69660371446
1886,268710.90704499744
1887,229673.5440836176
1888,285672.1722954116
1889,167142.7905768186
1890,111890.7329022181
1891,161228.3174153396
1892,67268.17214574359
1893,130055.43389273851
1894,118364.59804553931
1895,154318.43002149227
1896,116794.65882724544
1897,111829.80984980424
1898,118276.84169772334
1899,150974.61720108028
1900,149861.92473935054
1901,163464.9584720088
1902,138702.60168012857
1903,208497.12615619364
1904,127414.27495803681
1905,193484.58353261717
1906,156930.00378784465
1907,210534.46663918483
1908,144912.23267472044
1909,162757.1620997253
1910,149071.8407599893
1911,214506.12108336898
1912,287625.02782151126
1913,161807.63884967376
1914,44060.62826661448
1915,259956.9843872783
1916,19113.532350638154
1917,261685.96376915925
1918,150941.9707453367
1919,200847.94966596083
1920,176356.63225571063
1921,339305.50822121627
1922,294501.63923782133
1923,227129.35773693115
1924,239124.84399779743
1925,226316.36570211264
1926,336964.1557058946
1927,126247.25963907546
1928,166185.1074944804
